runs_id,service_id,block_id,run_number,piece_number,start_trip_id,start_stop_id,end_trip_id,end_stop_id
100000,c_20958_b_28673_d_31,158932,1,1,t_1311659_b_28673_tn_0,2729344,t_1311740_b_28673_tn_0,2729289
200000,c_20958_b_28673_d_31,158933,2,1,t_1311768_b_28673_tn_0,2729289,t_1311815_b_28673_tn_0,2729344
300000,c_20958_b_28673_d_31,158935,3,1,t_1311934_b_28673_tn_0,2729387,t_1311956_b_28673_tn_0,2729387
400000,c_20958_b_28673_d_31,158936,4,1,t_1311776_b_28673_tn_0,2729289,t_1311807_b_28673_tn_0,2729344
500000,c_20958_b_28673_d_31,158937,5,1,t_1311942_b_28673_tn_0,2729387,t_1311957_b_28673_tn_0,2729387
600000,c_20958_b_28673_d_96,158932,6,1,t_1311741_b_28673_tn_0,2729344,t_1311838_b_28673_tn_0,2729344
700000,c_20958_b_28673_d_96,158933,7,1,t_1311742_b_28673_tn_0,2729344,t_1311837_b_28673_tn_0,2729344
800000,c_20958_b_28673_d_96,158935,8,1,t_1311967_b_28673_tn_0,2729387,t_1311983_b_28673_tn_0,2729387
900000,c_20958_b_28673_d_96,158937,9,1,t_1311968_b_28673_tn_0,2729387,t_1311982_b_28673_tn_0,2729387
