,trip_id,stop_sequence,stop_id,route_code
2537,60232000940754-JUNE23,94,5569,232.0
2538,60232000940823-JUNE23,94,5569,232.0
2539,60232000940852-JUNE23,94,5569,232.0
2540,60232000940920-JUNE23,94,5569,232.0
2541,60232000940946-JUNE23,94,5569,232.0
2542,60232000941014-JUNE23,94,5569,232.0
2543,60232000941044-JUNE23,94,5569,232.0
2544,60232000941112-JUNE23,94,5569,232.0
2545,60232000941141-JUNE23,94,5569,232.0
2546,60232000941211-JUNE23,94,5569,232.0
2547,60232000941241-JUNE23,94,5569,232.0
2548,60232000941311-JUNE23,94,5569,232.0
2549,60232000941341-JUNE23,94,5569,232.0
2550,60232000941410-JUNE23,94,5569,232.0
2551,60232000941439-JUNE23,94,5569,232.0
2552,60232000941509-JUNE23,94,5569,232.0
2553,60232000941609-JUNE23,94,5569,232.0
2554,60251001900346-JUNE23,94,9313,251.0
2555,60251001842141-JUNE23,94,9313,251.0
