,trip_id,stop_sequence,stop_id,route_code
0,60169001431509-JUNE23,134,5505,169.0
1,60169001481441-JUNE23,134,30021,169.0
2,10169001481303-JUNE23,134,30021,169.0
3,10169001481206-JUNE23,134,30021,169.0
4,10169001481108-JUNE23,134,30021,169.0
5,10169001481010-JUNE23,134,30021,169.0
6,10169001480907-JUNE23,134,30021,169.0
7,10169001480802-JUNE23,134,30021,169.0
8,10169001480702-JUNE23,134,30021,169.0
9,10169001480606-JUNE23,134,30021,169.0
10,10169001431743-JUNE23,134,5505,169.0
11,10169001431638-JUNE23,134,5505,169.0
12,10169001431533-JUNE23,134,5505,169.0
13,10169001431438-JUNE23,134,5505,169.0
14,10169001431334-JUNE23,134,5505,169.0
15,10169001431237-JUNE23,134,5505,169.0
16,10169001431133-JUNE23,134,5505,169.0
17,10169001431032-JUNE23,134,5505,169.0
18,10169001430932-JUNE23,134,5505,169.0
19,10169001430828-JUNE23,134,5505,169.0
20,10169001430730-JUNE23,134,5505,169.0
21,10169001430631-JUNE23,134,5505,169.0
22,10169001430533-JUNE23,134,5505,169.0
23,70169001430710-JUNE23,134,5505,169.0
24,70169001430809-JUNE23,134,5505,169.0
25,70169001430909-JUNE23,134,5505,169.0
26,70169001431009-JUNE23,134,5505,169.0
27,70169001431109-JUNE23,134,5505,169.0
28,70169001431209-JUNE23,134,5505,169.0
29,60169001481544-JUNE23,134,30021,169.0
30,60169001481342-JUNE23,134,30021,169.0
31,70169001431509-JUNE23,134,5505,169.0
32,60169001481244-JUNE23,134,30021,169.0
33,60169001430612-JUNE23,134,5505,169.0
34,60169001430710-JUNE23,134,5505,169.0
35,60169001430809-JUNE23,134,5505,169.0
36,60169001430909-JUNE23,134,5505,169.0
37,60169001431009-JUNE23,134,5505,169.0
38,60169001431109-JUNE23,134,5505,169.0
39,60169001431209-JUNE23,134,5505,169.0
40,60169001431309-JUNE23,134,5505,169.0
41,60169001431409-JUNE23,134,5505,169.0
42,60169001431611-JUNE23,134,5505,169.0
43,60169001431713-JUNE23,134,5505,169.0
44,60169001480648-JUNE23,134,30021,169.0
45,60169001480747-JUNE23,134,30021,169.0
46,60169001480848-JUNE23,134,30021,169.0
47,60169001481644-JUNE23,134,30021,169.0
48,60169001481744-JUNE23,134,30021,169.0
49,60169001481848-JUNE23,134,30021,169.0
50,60169001480947-JUNE23,134,30021,169.0
51,10169001481911-JUNE23,134,30021,169.0
52,10169001481815-JUNE23,134,30021,169.0
53,10169001481715-JUNE23,134,30021,169.0
54,10169001481614-JUNE23,134,30021,169.0
55,10169001481538-JUNE23,134,30021,169.0
56,10169001481501-JUNE23,134,30021,169.0
57,10169001481402-JUNE23,134,30021,169.0
58,60169001481047-JUNE23,134,30021,169.0
59,60169001481146-JUNE23,134,30021,169.0
60,70169001431409-JUNE23,134,5505,169.0
61,70169001431309-JUNE23,134,5505,169.0
62,70169001481744-JUNE23,134,30021,169.0
63,70169001480848-JUNE23,134,30021,169.0
64,70169001481848-JUNE23,134,30021,169.0
65,70169001481441-JUNE23,134,30021,169.0
66,70169001481342-JUNE23,134,30021,169.0
67,70169001481244-JUNE23,134,30021,169.0
68,70169001481146-JUNE23,134,30021,169.0
69,70169001481047-JUNE23,134,30021,169.0
70,70169001480947-JUNE23,134,30021,169.0
71,70169001480747-JUNE23,134,30021,169.0
72,70169001481644-JUNE23,134,30021,169.0
73,70169001480648-JUNE23,134,30021,169.0
74,70169001431713-JUNE23,134,5505,169.0
75,70169001431611-JUNE23,134,5505,169.0
76,70169001481544-JUNE23,134,30021,169.0
77,10090003591208-JUNE23,122,30001,90.0
78,70090003591344-JUNE23,122,30001,90.0
79,70090003591415-JUNE23,122,30001,90.0
80,70090003591445-JUNE23,122,30001,90.0
81,70090003592016-JUNE23,122,30001,90.0
82,70090003591545-JUNE23,122,30001,90.0
83,10090003591506-JUNE23,122,30001,90.0
84,10090003591704-JUNE23,122,30001,90.0
85,10090003591644-JUNE23,122,30001,90.0
86,10090003591624-JUNE23,122,30001,90.0
87,10090003591604-JUNE23,122,30001,90.0
88,10090003591545-JUNE23,122,30001,90.0
89,10090003591525-JUNE23,122,30001,90.0
90,10090003591446-JUNE23,122,30001,90.0
91,10090003591228-JUNE23,122,30001,90.0
92,10090003591426-JUNE23,122,30001,90.0
93,10090003591406-JUNE23,122,30001,90.0
94,10090003591347-JUNE23,122,30001,90.0
95,10090003591327-JUNE23,122,30001,90.0
96,10090003591307-JUNE23,122,30001,90.0
97,10090003591248-JUNE23,122,30001,90.0
98,70090003591515-JUNE23,122,30001,90.0
99,70090003591615-JUNE23,122,30001,90.0
100,70090003591931-JUNE23,122,30001,90.0
101,10090003590651-JUNE23,122,30001,90.0
102,10090003590613-JUNE23,122,30001,90.0
103,10090003590555-JUNE23,122,30001,90.0
104,10090003590537-JUNE23,122,30001,90.0
105,10090003590517-JUNE23,122,30001,90.0
106,10090003590454-JUNE23,122,30001,90.0
107,10090003591808-JUNE23,122,30001,90.0
108,10090003591830-JUNE23,122,30001,90.0
109,10090003591851-JUNE23,122,30001,90.0
110,10090003591913-JUNE23,122,30001,90.0
111,10090003591938-JUNE23,122,30001,90.0
112,10090003591747-JUNE23,122,30001,90.0
113,10090003592007-JUNE23,122,30001,90.0
114,10090003592037-JUNE23,122,30001,90.0
115,70090003591817-JUNE23,122,30001,90.0
116,70090003591853-JUNE23,122,30001,90.0
117,10090003590631-JUNE23,122,30001,90.0
118,10090003590710-JUNE23,122,30001,90.0
119,70090003591646-JUNE23,122,30001,90.0
120,10090003590729-JUNE23,122,30001,90.0
121,70090003591716-JUNE23,122,30001,90.0
122,10090003591148-JUNE23,122,30001,90.0
123,10090003591128-JUNE23,122,30001,90.0
124,10090003591108-JUNE23,122,30001,90.0
125,10090003591049-JUNE23,122,30001,90.0
126,10090003591029-JUNE23,122,30001,90.0
127,10090003591009-JUNE23,122,30001,90.0
128,10090003590949-JUNE23,122,30001,90.0
129,10090003590929-JUNE23,122,30001,90.0
130,10090003590909-JUNE23,122,30001,90.0
131,70090003591746-JUNE23,122,30001,90.0
132,10090003590850-JUNE23,122,30001,90.0
133,10090003590830-JUNE23,122,30001,90.0
134,10090003590809-JUNE23,122,30001,90.0
135,10090003590748-JUNE23,122,30001,90.0
136,70090003591314-JUNE23,122,30001,90.0
137,70090003591244-JUNE23,122,30001,90.0
138,70090003591215-JUNE23,122,30001,90.0
139,60090003591214-JUNE23,122,30001,90.0
140,60090003590553-JUNE23,122,30001,90.0
141,60090003590621-JUNE23,122,30001,90.0
142,70090003591145-JUNE23,122,30001,90.0
143,60090003590651-JUNE23,122,30001,90.0
144,60090003590720-JUNE23,122,30001,90.0
145,60090003590749-JUNE23,122,30001,90.0
146,60090003590818-JUNE23,122,30001,90.0
147,60090003590848-JUNE23,122,30001,90.0
148,60090003590916-JUNE23,122,30001,90.0
149,60090003590945-JUNE23,122,30001,90.0
150,60090003591015-JUNE23,122,30001,90.0
151,60090003591045-JUNE23,122,30001,90.0
152,60090003591115-JUNE23,122,30001,90.0
153,60090003591144-JUNE23,122,30001,90.0
154,60090003591244-JUNE23,122,30001,90.0
155,60090003590454-JUNE23,122,30001,90.0
156,60090003591314-JUNE23,122,30001,90.0
157,60090003591344-JUNE23,122,30001,90.0
158,60090003591414-JUNE23,122,30001,90.0
159,60090003591444-JUNE23,122,30001,90.0
160,60090003591514-JUNE23,122,30001,90.0
161,60090003591544-JUNE23,122,30001,90.0
162,60090003591615-JUNE23,122,30001,90.0
163,60090003591645-JUNE23,122,30001,90.0
164,60090003591715-JUNE23,122,30001,90.0
165,60090003591747-JUNE23,122,30001,90.0
166,60090003591817-JUNE23,122,30001,90.0
167,60090003591853-JUNE23,122,30001,90.0
168,60090003591931-JUNE23,122,30001,90.0
169,60090003592017-JUNE23,122,30001,90.0
170,60090003590524-JUNE23,122,30001,90.0
171,10090003591726-JUNE23,122,30001,90.0
172,70090003591016-JUNE23,122,30001,90.0
173,70090003590847-JUNE23,122,30001,90.0
174,70090003590453-JUNE23,122,30001,90.0
175,70090003590523-JUNE23,122,30001,90.0
176,70090003591115-JUNE23,122,30001,90.0
177,70090003591046-JUNE23,122,30001,90.0
178,70090003590946-JUNE23,122,30001,90.0
179,70090003590916-JUNE23,122,30001,90.0
180,70090003590818-JUNE23,122,30001,90.0
181,70090003590749-JUNE23,122,30001,90.0
182,70090003590720-JUNE23,122,30001,90.0
183,70090003590651-JUNE23,122,30001,90.0
184,70090003590621-JUNE23,122,30001,90.0
185,70090003590552-JUNE23,122,30001,90.0
186,10108004190927-JUNE23,121,8245,108.0
187,10108004191047-JUNE23,121,8245,108.0
188,10108004191127-JUNE23,121,8245,108.0
189,10108004191216-JUNE23,121,8245,108.0
190,10108004191009-JUNE23,121,8245,108.0
191,70108004190716-JUNE23,121,8245,108.0
192,10108004190848-JUNE23,121,8245,108.0
193,10108004190808-JUNE23,121,8245,108.0
194,10108004191350-JUNE23,121,8245,108.0
195,10092002750531-JUNE23,121,30015,92.0
196,10092002751810-JUNE23,121,30015,92.0
197,10108004191255-JUNE23,121,8245,108.0
198,10108004191626-JUNE23,121,8245,108.0
199,70108004190813-JUNE23,121,8245,108.0
200,10108004191723-JUNE23,121,8245,108.0
201,60108004192003-JUNE23,121,8245,108.0
202,60108004191844-JUNE23,121,8245,108.0
203,60108004191756-JUNE23,121,8245,108.0
204,60108004191605-JUNE23,121,8245,108.0
205,60108004191503-JUNE23,121,8245,108.0
206,60108004191403-JUNE23,121,8245,108.0
207,60108004191303-JUNE23,121,8245,108.0
208,60108004191204-JUNE23,121,8245,108.0
209,60108004191102-JUNE23,121,8245,108.0
210,60108004191004-JUNE23,121,8245,108.0
211,60108004190908-JUNE23,121,8245,108.0
212,60108004190809-JUNE23,121,8245,108.0
213,60108004190710-JUNE23,121,8245,108.0
214,60108004190625-JUNE23,121,8245,108.0
215,60108004190540-JUNE23,121,8245,108.0
216,60092002752009-JUNE23,121,30015,92.0
217,60092002751918-JUNE23,121,30015,92.0
218,60092002750529-JUNE23,121,30015,92.0
219,10108004192003-JUNE23,121,8245,108.0
220,10108004191901-JUNE23,121,8245,108.0
221,10108004191812-JUNE23,121,8245,108.0
222,10092002751842-JUNE23,121,30015,92.0
223,10092002751916-JUNE23,121,30015,92.0
224,10092002752011-JUNE23,121,30015,92.0
225,70108004191610-JUNE23,121,8245,108.0
226,70092002752009-JUNE23,121,30015,92.0
227,70092002751918-JUNE23,121,30015,92.0
228,70092002750529-JUNE23,121,30015,92.0
229,70108004190548-JUNE23,121,8245,108.0
230,70108004190632-JUNE23,121,8245,108.0
231,70108004191845-JUNE23,121,8245,108.0
232,70108004191755-JUNE23,121,8245,108.0
233,70108004192004-JUNE23,121,8245,108.0
234,70108004191508-JUNE23,121,8245,108.0
235,70108004191407-JUNE23,121,8245,108.0
236,70108004191307-JUNE23,121,8245,108.0
237,70108004191207-JUNE23,121,8245,108.0
238,70108004191108-JUNE23,121,8245,108.0
239,10108004190716-JUNE23,121,8245,108.0
240,70108004191010-JUNE23,121,8245,108.0
241,70108004190911-JUNE23,121,8245,108.0
242,10092002990554-JUNE23,120,5251,92.0
243,10092002761624-JUNE23,120,30015,92.0
244,10092002761703-JUNE23,120,30015,92.0
245,10092002761727-JUNE23,120,30015,92.0
246,10092002761748-JUNE23,120,30015,92.0
247,10092002990454-JUNE23,120,5251,92.0
248,10092002990517-JUNE23,120,5251,92.0
249,10092002990535-JUNE23,120,5251,92.0
250,10092002990612-JUNE23,120,5251,92.0
251,10092002991325-JUNE23,120,5251,92.0
252,10092002990629-JUNE23,120,5251,92.0
253,10092002991305-JUNE23,120,5251,92.0
254,10092002991245-JUNE23,120,5251,92.0
255,10092002991344-JUNE23,120,5251,92.0
256,10092002991404-JUNE23,120,5251,92.0
257,10092002991424-JUNE23,120,5251,92.0
258,10092002991225-JUNE23,120,5251,92.0
259,10092002991204-JUNE23,120,5251,92.0
260,10092002991146-JUNE23,120,5251,92.0
261,10092002761644-JUNE23,120,30015,92.0
262,10092002991126-JUNE23,120,5251,92.0
263,10092002991106-JUNE23,120,5251,92.0
264,10092002991046-JUNE23,120,5251,92.0
265,10092002991026-JUNE23,120,5251,92.0
266,10092002991006-JUNE23,120,5251,92.0
267,10092002990946-JUNE23,120,5251,92.0
268,10092002990926-JUNE23,120,5251,92.0
269,10092002990906-JUNE23,120,5251,92.0
270,10092002990846-JUNE23,120,5251,92.0
271,10092002990805-JUNE23,120,5251,92.0
272,10092002990745-JUNE23,120,5251,92.0
273,10092002990725-JUNE23,120,5251,92.0
274,10092002990706-JUNE23,120,5251,92.0
275,10092002990648-JUNE23,120,5251,92.0
276,10092002990826-JUNE23,120,5251,92.0
277,60092002990612-JUNE23,120,5251,92.0
278,10092002991444-JUNE23,120,5251,92.0
279,10092002991503-JUNE23,120,5251,92.0
280,70092002761404-JUNE23,120,30015,92.0
281,70092002761334-JUNE23,120,30015,92.0
282,70092002761305-JUNE23,120,30015,92.0
283,70092002761234-JUNE23,120,30015,92.0
284,70092002761204-JUNE23,120,30015,92.0
285,70092002761134-JUNE23,120,30015,92.0
286,70092002761106-JUNE23,120,30015,92.0
287,70092002761037-JUNE23,120,30015,92.0
288,70092002761008-JUNE23,120,30015,92.0
289,70092002760940-JUNE23,120,30015,92.0
290,70092002760911-JUNE23,120,30015,92.0
291,70092002760843-JUNE23,120,30015,92.0
292,70092002760816-JUNE23,120,30015,92.0
293,70092002760749-JUNE23,120,30015,92.0
294,70092002760719-JUNE23,120,30015,92.0
295,70092002760654-JUNE23,120,30015,92.0
296,70092002760629-JUNE23,120,30015,92.0
297,70092002760602-JUNE23,120,30015,92.0
298,70092002760505-JUNE23,120,30015,92.0
299,10092002761544-JUNE23,120,30015,92.0
300,60092002990642-JUNE23,120,5251,92.0
301,70092002761435-JUNE23,120,30015,92.0
302,70092002761505-JUNE23,120,30015,92.0
303,70092002761536-JUNE23,120,30015,92.0
304,70092002990739-JUNE23,120,5251,92.0
305,10092003031522-JUNE23,120,14915,92.0
306,10092003031602-JUNE23,120,14915,92.0
307,10092003031643-JUNE23,120,14915,92.0
308,10092003031749-JUNE23,120,14915,92.0
309,70092002991001-JUNE23,120,5251,92.0
310,70092002990934-JUNE23,120,5251,92.0
311,70092002990905-JUNE23,120,5251,92.0
312,70092002990837-JUNE23,120,5251,92.0
313,70092002990808-JUNE23,120,5251,92.0
314,70092002990710-JUNE23,120,5251,92.0
315,70092002761607-JUNE23,120,30015,92.0
316,70092002990642-JUNE23,120,5251,92.0
317,70092002990612-JUNE23,120,5251,92.0
318,70092002990543-JUNE23,120,5251,92.0
319,70092002990517-JUNE23,120,5251,92.0
320,70092002990441-JUNE23,120,5251,92.0
321,70092002761832-JUNE23,120,30015,92.0
322,70092002761742-JUNE23,120,30015,92.0
323,70092002761710-JUNE23,120,30015,92.0
324,70092002761639-JUNE23,120,30015,92.0
325,10092002761604-JUNE23,120,30015,92.0
326,10092003032010-JUNE23,120,14915,92.0
327,10092002761525-JUNE23,120,30015,92.0
328,60092002991229-JUNE23,120,5251,92.0
329,60092002991159-JUNE23,120,5251,92.0
330,60092002761505-JUNE23,120,30015,92.0
331,60092002761536-JUNE23,120,30015,92.0
332,60092002761607-JUNE23,120,30015,92.0
333,60092002761639-JUNE23,120,30015,92.0
334,60092002761710-JUNE23,120,30015,92.0
335,60092002761742-JUNE23,120,30015,92.0
336,60092002761832-JUNE23,120,30015,92.0
337,60092002990441-JUNE23,120,5251,92.0
338,60092002990517-JUNE23,120,5251,92.0
339,60092002990543-JUNE23,120,5251,92.0
340,60092002990837-JUNE23,120,5251,92.0
341,60092002991259-JUNE23,120,5251,92.0
342,70092002991329-JUNE23,120,5251,92.0
343,60092002991329-JUNE23,120,5251,92.0
344,60092002991400-JUNE23,120,5251,92.0
345,60092002991430-JUNE23,120,5251,92.0
346,60092002991501-JUNE23,120,5251,92.0
347,60092002991601-JUNE23,120,5251,92.0
348,60092003031631-JUNE23,120,14915,92.0
349,60092003031740-JUNE23,120,14915,92.0
350,70092003031740-JUNE23,120,14915,92.0
351,70092003031631-JUNE23,120,14915,92.0
352,70092002991601-JUNE23,120,5251,92.0
353,70092002991501-JUNE23,120,5251,92.0
354,70092002991430-JUNE23,120,5251,92.0
355,60092002991130-JUNE23,120,5251,92.0
356,60092002991100-JUNE23,120,5251,92.0
357,60092002761435-JUNE23,120,30015,92.0
358,60092002761404-JUNE23,120,30015,92.0
359,60092002990934-JUNE23,120,5251,92.0
360,60092002991001-JUNE23,120,5251,92.0
361,60092002990808-JUNE23,120,5251,92.0
362,60092002990739-JUNE23,120,5251,92.0
363,60092002990710-JUNE23,120,5251,92.0
364,60092002760505-JUNE23,120,30015,92.0
365,60092002760602-JUNE23,120,30015,92.0
366,60092002760629-JUNE23,120,30015,92.0
367,60092002991031-JUNE23,120,5251,92.0
368,60092002760654-JUNE23,120,30015,92.0
369,60092002760719-JUNE23,120,30015,92.0
370,60092002760749-JUNE23,120,30015,92.0
371,60092002760816-JUNE23,120,30015,92.0
372,60092002760843-JUNE23,120,30015,92.0
373,60092002760911-JUNE23,120,30015,92.0
374,10092002761507-JUNE23,120,30015,92.0
375,60092002760940-JUNE23,120,30015,92.0
376,60092002761008-JUNE23,120,30015,92.0
377,60092002761037-JUNE23,120,30015,92.0
378,60092002761106-JUNE23,120,30015,92.0
379,60092002761134-JUNE23,120,30015,92.0
380,60092002761204-JUNE23,120,30015,92.0
381,60092002761234-JUNE23,120,30015,92.0
382,60092002761305-JUNE23,120,30015,92.0
383,60092002761334-JUNE23,120,30015,92.0
384,70092002991400-JUNE23,120,5251,92.0
385,60092002990905-JUNE23,120,5251,92.0
386,10092002761015-JUNE23,120,30015,92.0
387,10092002760517-JUNE23,120,30015,92.0
388,10092002760555-JUNE23,120,30015,92.0
389,10092002760457-JUNE23,120,30015,92.0
390,10092002761312-JUNE23,120,30015,92.0
391,10092002761253-JUNE23,120,30015,92.0
392,10092002761233-JUNE23,120,30015,92.0
393,10092002761213-JUNE23,120,30015,92.0
394,10092002761153-JUNE23,120,30015,92.0
395,10092002761134-JUNE23,120,30015,92.0
396,10092002761115-JUNE23,120,30015,92.0
397,10092002761055-JUNE23,120,30015,92.0
398,10092002761035-JUNE23,120,30015,92.0
399,10092002760955-JUNE23,120,30015,92.0
400,70092002991130-JUNE23,120,5251,92.0
401,10092002760936-JUNE23,120,30015,92.0
402,10092002760918-JUNE23,120,30015,92.0
403,10092002760859-JUNE23,120,30015,92.0
404,10092002760839-JUNE23,120,30015,92.0
405,10092002760819-JUNE23,120,30015,92.0
406,10092002760758-JUNE23,120,30015,92.0
407,10092002760739-JUNE23,120,30015,92.0
408,10092002760720-JUNE23,120,30015,92.0
409,10092002760703-JUNE23,120,30015,92.0
410,10092002760643-JUNE23,120,30015,92.0
411,10092002760626-JUNE23,120,30015,92.0
412,70092002991100-JUNE23,120,5251,92.0
413,70092002991031-JUNE23,120,5251,92.0
414,70092002991159-JUNE23,120,5251,92.0
415,70092002991259-JUNE23,120,5251,92.0
416,10092002761450-JUNE23,120,30015,92.0
417,10092002761431-JUNE23,120,30015,92.0
418,10092002761412-JUNE23,120,30015,92.0
419,10092002761352-JUNE23,120,30015,92.0
420,10092002761332-JUNE23,120,30015,92.0
421,70092002991229-JUNE23,120,5251,92.0
422,10092002760611-JUNE23,120,30015,92.0
423,10092003001725-JUNE23,119,1604,92.0
424,70090003561123-JUNE23,119,2345,90.0
425,10092003001542-JUNE23,119,1604,92.0
426,70090003560631-JUNE23,119,2345,90.0
427,70090003560605-JUNE23,119,2345,90.0
428,70090003560536-JUNE23,119,2345,90.0
429,70090003560506-JUNE23,119,2345,90.0
430,70090003561250-JUNE23,119,2345,90.0
431,70090003561220-JUNE23,119,2345,90.0
432,70090003561150-JUNE23,119,2345,90.0
433,70090003561053-JUNE23,119,2345,90.0
434,70090003560659-JUNE23,119,2345,90.0
435,70090003561023-JUNE23,119,2345,90.0
436,70090003560953-JUNE23,119,2345,90.0
437,70090003560923-JUNE23,119,2345,90.0
438,10090003561527-JUNE23,119,2345,90.0
439,70090003560825-JUNE23,119,2345,90.0
440,70090003560756-JUNE23,119,2345,90.0
441,10092003001704-JUNE23,119,1604,92.0
442,70090003560729-JUNE23,119,2345,90.0
443,70090003560853-JUNE23,119,2345,90.0
444,10090003561548-JUNE23,119,2345,90.0
445,70090003561350-JUNE23,119,2345,90.0
446,60090003561902-JUNE23,119,2345,90.0
447,60090003560509-JUNE23,119,2345,90.0
448,60090003560536-JUNE23,119,2345,90.0
449,60090003560605-JUNE23,119,2345,90.0
450,60090003560632-JUNE23,119,2345,90.0
451,60090003560658-JUNE23,119,2345,90.0
452,60090003560728-JUNE23,119,2345,90.0
453,60090003560755-JUNE23,119,2345,90.0
454,60090003560822-JUNE23,119,2345,90.0
455,60090003560851-JUNE23,119,2345,90.0
456,60090003560921-JUNE23,119,2345,90.0
457,60090003560950-JUNE23,119,2345,90.0
458,60090003561020-JUNE23,119,2345,90.0
459,60090003561050-JUNE23,119,2345,90.0
460,60090003561120-JUNE23,119,2345,90.0
461,60090003561149-JUNE23,119,2345,90.0
462,60090003561219-JUNE23,119,2345,90.0
463,60090003561249-JUNE23,119,2345,90.0
464,60090003561319-JUNE23,119,2345,90.0
465,60090003561349-JUNE23,119,2345,90.0
466,60090003561420-JUNE23,119,2345,90.0
467,60090003561450-JUNE23,119,2345,90.0
468,60090003561521-JUNE23,119,2345,90.0
469,60090003561551-JUNE23,119,2345,90.0
470,60090003561621-JUNE23,119,2345,90.0
471,60090003561653-JUNE23,119,2345,90.0
472,60090003561736-JUNE23,119,2345,90.0
473,60090003561816-JUNE23,119,2345,90.0
474,70090003561320-JUNE23,119,2345,90.0
475,10092003001622-JUNE23,119,1604,92.0
476,10092003001811-JUNE23,119,1604,92.0
477,10090003560732-JUNE23,119,2345,90.0
478,10090003560655-JUNE23,119,2345,90.0
479,10090003560638-JUNE23,119,2345,90.0
480,10090003560619-JUNE23,119,2345,90.0
481,10090003560603-JUNE23,119,2345,90.0
482,10090003560546-JUNE23,119,2345,90.0
483,10090003560528-JUNE23,119,2345,90.0
484,10090003560513-JUNE23,119,2345,90.0
485,10090003560453-JUNE23,119,2345,90.0
486,10090003560435-JUNE23,119,2345,90.0
487,10090003561608-JUNE23,119,2345,90.0
488,10090003561628-JUNE23,119,2345,90.0
489,10090003561650-JUNE23,119,2345,90.0
490,70090003561449-JUNE23,119,2345,90.0
491,10090003561712-JUNE23,119,2345,90.0
492,10090003561734-JUNE23,119,2345,90.0
493,70092003001531-JUNE23,119,1604,92.0
494,70092003001701-JUNE23,119,1604,92.0
495,70092003001823-JUNE23,119,1604,92.0
496,70092003001908-JUNE23,119,1604,92.0
497,70092003001953-JUNE23,119,1604,92.0
498,70092003002042-JUNE23,119,1604,92.0
499,10090003560714-JUNE23,119,2345,90.0
500,10090003560753-JUNE23,119,2345,90.0
501,10090003561819-JUNE23,119,2345,90.0
502,10090003560813-JUNE23,119,2345,90.0
503,10090003561507-JUNE23,119,2345,90.0
504,10090003561447-JUNE23,119,2345,90.0
505,10090003561427-JUNE23,119,2345,90.0
506,10090003561407-JUNE23,119,2345,90.0
507,10090003561347-JUNE23,119,2345,90.0
508,10090003561328-JUNE23,119,2345,90.0
509,10090003561308-JUNE23,119,2345,90.0
510,10090003561248-JUNE23,119,2345,90.0
511,10090003561228-JUNE23,119,2345,90.0
512,10090003561208-JUNE23,119,2345,90.0
513,10090003561148-JUNE23,119,2345,90.0
514,10090003561129-JUNE23,119,2345,90.0
515,10090003561110-JUNE23,119,2345,90.0
516,10090003561050-JUNE23,119,2345,90.0
517,10090003561031-JUNE23,119,2345,90.0
518,10090003561011-JUNE23,119,2345,90.0
519,10090003560951-JUNE23,119,2345,90.0
520,10090003560933-JUNE23,119,2345,90.0
521,10090003560913-JUNE23,119,2345,90.0
522,10090003560852-JUNE23,119,2345,90.0
523,10090003560833-JUNE23,119,2345,90.0
524,10090003561754-JUNE23,119,2345,90.0
525,70090003561419-JUNE23,119,2345,90.0
526,60092003001701-JUNE23,119,1604,92.0
527,10092003001939-JUNE23,119,1604,92.0
528,60092003001531-JUNE23,119,1604,92.0
529,60092003001908-JUNE23,119,1604,92.0
530,60092003001823-JUNE23,119,1604,92.0
531,60092003001953-JUNE23,119,1604,92.0
532,60092003002042-JUNE23,119,1604,92.0
533,10090003561840-JUNE23,119,2345,90.0
534,10090003561902-JUNE23,119,2345,90.0
535,10090003561931-JUNE23,119,2345,90.0
536,10092003002044-JUNE23,119,1604,92.0
537,10092003001907-JUNE23,119,1604,92.0
538,10092003001837-JUNE23,119,1604,92.0
539,70090003561904-JUNE23,119,2345,90.0
540,70090003561815-JUNE23,119,2345,90.0
541,70090003561736-JUNE23,119,2345,90.0
542,70090003561655-JUNE23,119,2345,90.0
543,70090003561621-JUNE23,119,2345,90.0
544,70090003561550-JUNE23,119,2345,90.0
545,70090003561520-JUNE23,119,2345,90.0
546,10120000951646-JUNE23,114,141014,120.0
547,10120000950736-JUNE23,114,141014,120.0
548,10120000950816-JUNE23,114,141014,120.0
549,10120000951730-JUNE23,114,141014,120.0
550,10120000951214-JUNE23,114,141014,120.0
551,10120000951606-JUNE23,114,141014,120.0
552,10120000951526-JUNE23,114,141014,120.0
553,10120000951446-JUNE23,114,141014,120.0
554,10120000950856-JUNE23,114,141014,120.0
555,10120000951331-JUNE23,114,141014,120.0
556,10120000951252-JUNE23,114,141014,120.0
557,10120000950623-JUNE23,114,141014,120.0
558,10120000951135-JUNE23,114,141014,120.0
559,10120000951056-JUNE23,114,141014,120.0
560,10120000950700-JUNE23,114,141014,120.0
561,10120000951408-JUNE23,114,141014,120.0
562,10120000951016-JUNE23,114,141014,120.0
563,10120000950937-JUNE23,114,141014,120.0
564,60120000881229-JUNE23,111,141014,120.0
565,60120000880539-JUNE23,111,141014,120.0
566,60120000880638-JUNE23,111,141014,120.0
567,60120000880736-JUNE23,111,141014,120.0
568,60120000880834-JUNE23,111,141014,120.0
569,60120000880933-JUNE23,111,141014,120.0
570,60120000881031-JUNE23,111,141014,120.0
571,60120000881130-JUNE23,111,141014,120.0
572,10120000882027-JUNE23,111,141014,120.0
573,10120000881928-JUNE23,111,141014,120.0
574,60120000881429-JUNE23,111,141014,120.0
575,60120000881527-JUNE23,111,141014,120.0
576,10120000880419-JUNE23,111,141014,120.0
577,10120000880506-JUNE23,111,141014,120.0
578,10120000880544-JUNE23,111,141014,120.0
579,10120000881823-JUNE23,111,141014,120.0
580,60120000881329-JUNE23,111,141014,120.0
581,60120000881830-JUNE23,111,141014,120.0
582,10120000981741-JUNE23,111,30011,120.0
583,70120000881931-JUNE23,111,141014,120.0
584,70120000881429-JUNE23,111,141014,120.0
585,70120000881527-JUNE23,111,141014,120.0
586,70120000881628-JUNE23,111,141014,120.0
587,70120000881728-JUNE23,111,141014,120.0
588,60120000881628-JUNE23,111,141014,120.0
589,60120000881728-JUNE23,111,141014,120.0
590,70120000882026-JUNE23,111,141014,120.0
591,70120000881830-JUNE23,111,141014,120.0
592,60120000880439-JUNE23,111,141014,120.0
593,60120000882026-JUNE23,111,141014,120.0
594,60120000881931-JUNE23,111,141014,120.0
595,10120000981406-JUNE23,111,30011,120.0
596,10120000981446-JUNE23,111,30011,120.0
597,10120000981528-JUNE23,111,30011,120.0
598,10120000981614-JUNE23,111,30011,120.0
599,10120000981656-JUNE23,111,30011,120.0
600,70120000881329-JUNE23,111,141014,120.0
601,70120000881229-JUNE23,111,141014,120.0
602,70120000881130-JUNE23,111,141014,120.0
603,10120000980934-JUNE23,111,30011,120.0
604,70120000880439-JUNE23,111,141014,120.0
605,70120000880539-JUNE23,111,141014,120.0
606,70120000880638-JUNE23,111,141014,120.0
