stop_id,stop_city
4148556,Maywood
4148567,Maywood
4148554,Maywood
4148577,Maywood
4148573,Maywood
4148558,Maywood
4148568,Maywood
4148564,Maywood
4148559,Maywood
4148553,Maywood
4148557,Maywood
4148563,Maywood
4148571,Maywood
4148569,Maywood
4148562,Maywood
4148575,Maywood
4148566,Maywood
4148574,Maywood
4148570,Maywood
4148565,Maywood
4148561,Maywood
