runs_id,service_id,block_id,run_number,piece_number,start_trip_id,start_stop_id,end_trip_id,end_stop_id
100000,c_20605_b_27718_d_31,134135,1,1,t_1304157_b_27718_tn_1,2619521,t_1304162_b_27718_tn_9,2619521
200000,c_20605_b_27718_d_31,134136,2,1,t_1304153_b_27718_tn_1,2619570,t_1304155_b_27718_tn_12,2619570
300000,c_20605_b_27718_d_31,134137,3,1,t_1303075_b_27718_tn_0,2619570,t_1303091_b_27718_tn_2,2619570
400000,c_20638_b_30530_d_1,134138,4,1,t_1276906_b_30530_tn_0,2619611,t_1276907_b_30530_tn_0,2619673
500000,c_20638_b_30530_d_1,134139,5,1,t_1276318_b_30530_tn_0,2619677,t_1276320_b_30530_tn_0,2619521
600000,c_20638_b_30530_d_1,134140,6,1,t_1275440_b_30530_tn_0,2619678,t_1275442_b_30530_tn_0,2619576
700000,c_20638_b_30530_d_30,134138,7,1,t_1276908_b_30530_tn_0,2619611,t_1276909_b_30530_tn_0,2619521
800000,c_20638_b_30530_d_30,134139,8,1,t_1275449_b_30530_tn_0,2619677,t_1275450_b_30530_tn_0,2619576
900000,c_20638_b_30530_d_30,134140,9,1,t_1275443_b_30530_tn_0,2619677,t_1275445_b_30530_tn_0,2619576
